@relation 'drg_DRG194_set-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R2,4,7-weka.filters.unsupervised.attribute.Remove-R1'

@attribute providerRegionDescription {RIDCASantaCruz,RIDCTHartford,RIDFLMiami,RIDFLOcala,RIDALDothan,RIDALBirmingham,RIDALMontgomery,RIDALHuntsville,RIDALMobile,RIDGARome,RIDFLPensacola,RIDFLOrlando,RIDMSTupelo,RIDALTuscaloosa,RIDAKAnchorage,RIDAZPhoenix,RIDAZTucson,RIDAZMesa,RIDAZSunCity,RIDNMAlbuquerque,RIDNVLasVegas,RIDARSpringdale,RIDARLittleRock,RIDARFortSmith,RIDTNMemphis,RIDARJonesboro,RIDMOSpringfield,RIDARTexarkana,RIDCAAlamedaCounty,RIDCARedding,RIDCASanMateoCounty,RIDCASanFrancisco,RIDCANapa,RIDCASacramento,RIDCASanLuisObispo,RIDCALosAngeles,RIDCASanBernardino,RIDCASanDiego,RIDCAChico,RIDCABakersfield,RIDCASanJose,RIDCAFresno,RIDCAOrangeCounty,RIDCAVentura,RIDCAStockton,RIDCASantaRosa,RIDCASantaBarbara,RIDCASalinas,RIDCAModesto,RIDCAContraCostaCounty,RIDCAPalmSprings/RanchoM,RIDORMedford,RIDCOGreeley,RIDCOBoulder,RIDCODenver,RIDCOGrandJunction,RIDCOColoradoSprings,RIDCOFortCollins,RIDCOPueblo,RIDCTNewHaven,RIDCTBridgeport,RIDDEWilmington,RIDMDSalisbury,RIDDCWashington,RIDFLJacksonville,RIDFLFortLauderdale,RIDFLFortMyers,RIDFLOrmondBeach,RIDFLPanamaCity,RIDFLSt.Petersburg,RIDFLBradenton,RIDFLClearwater,RIDFLTampa,RIDFLHudson,RIDFLSarasota,RIDFLGainesville,RIDFLTallahassee,RIDFLLakeland,RIDGAAtlanta,RIDGAMacon,RIDTNChattanooga,RIDGAAlbany,RIDGASavannah,RIDGAAugusta,RIDGAColumbus,RIDHIHonolulu,RIDIDBoise,RIDWASpokane,RIDIDIdahoFalls,RIDUTSaltLakeCity,RIDILPeoria,RIDMOSt.Louis,RIDILJoliet,RIDILMelrosePark,RIDILEvanston,RIDILRockford,RIDILSpringfield,RIDILChicago,RIDILAurora,RIDILElgin,RIDILBlueIsland,RIDWIMilwaukee,RIDILUrbana,RIDILHinsdale,RIDILBloomington,RIDINEvansville,RIDKYPaducah,RIDIADavenport,RIDINIndianapolis,RIDINGary,RIDINLafayette,RIDINMunster,RIDINSouthBend,RIDKYLouisville,RIDINFortWayne,RIDINTerreHaute,RIDOHCincinnati,RIDINMuncie,RIDIADesMoines,RIDIAIowaCity,RIDNEOmaha,RIDIAWaterloo,RIDIACedarRapids,RIDIAMasonCity,RIDIADubuque,RIDSDSiouxFalls,RIDIASiouxCity,RIDKSTopeka,RIDMOJoplin,RIDMOKansasCity,RIDKSWichita,RIDOKTulsa,RIDTXAmarillo,RIDKYCovington,RIDKYLexington,RIDTNNashville,RIDWVHuntington,RIDTNKnoxville,RIDKYOwensboro,RIDLAMetairie,RIDLALafayette,RIDLAHouma,RIDLAShreveport,RIDLAMonroe,RIDLALakeCharles,RIDLABatonRouge,RIDLAAlexandria,RIDLANewOrleans,RIDLASlidell,RIDMEBangor,RIDMEPortland,RIDMDBaltimore,RIDMDTakomaPark,RIDWVMorgantown,RIDMAWorcester,RIDMABoston,RIDRIProvidence,RIDMASpringfield,RIDNYAlbany,RIDMIAnnArbor,RIDMIGrandRapids,RIDMIMuskegon,RIDMIKalamazoo,RIDMIRoyalOak,RIDMIDearborn,RIDMISt.Joseph,RIDMIDetroit,RIDMIPontiac,RIDMILansing,RIDMISaginaw,RIDMIMarquette,RIDWIGreenBay,RIDMITraverseCity,RIDOHToledo,RIDMIPetoskey,RIDMIFlint,RIDMNMinneapolis,RIDMNDuluth,RIDMNRochester,RIDMNSt.Cloud,RIDMNSt.Paul,RIDWILaCrosse,RIDNDFargo/MoorheadMN,RIDNHLebanon,RIDMSJackson,RIDMSGulfport,RIDMSOxford,RIDMSMeridian,RIDMSHattiesburg,RIDMOColumbia,RIDMOCapeGirardeau,RIDMTBillings,RIDMTGreatFalls,RIDMTMissoula,RIDNELincoln,RIDNVReno,RIDNHManchester,RIDNJHackensack,RIDNJNewark,RIDPAPhiladelphia,RIDNJNewBrunswick,RIDNJCamden,RIDNJRidgewood,RIDNJMorristown,RIDNJPaterson,RIDPAAllentown,RIDTXElPaso,RIDTXLubbock,RIDNYEastLongIsland,RIDNYBuffalo,RIDNYWhitePlains,RIDNYRochester,RIDNYBronx,RIDNYBinghamton,RIDNYManhattan,RIDNYElmira,RIDVTBurlington,RIDNYSyracuse,RIDPAErie,RIDPASayre,RIDNCCharlotte,RIDNCAsheville,RIDNCWinstonSalem,RIDNCDurham,RIDNCRaleigh,RIDNCGreenville,RIDNCHickory,RIDTNJohnsonCity,RIDNCGreensboro,RIDNCWilmington,RIDOREugene,RIDVANorfolk,RIDNDBismarck,RIDNDMinot,RIDNDGrandForks,RIDOHColumbus,RIDOHDayton,RIDOHCanton,RIDOHAkron,RIDOHCleveland,RIDOHKettering,RIDOHYoungstown,RIDPAPittsburgh,RIDOHElyria,RIDOKOklahomaCity,RIDTXDallas,RIDOKLawton,RIDORPortland,RIDORBend,RIDORSalem,RIDPAScranton,RIDPADanville,RIDPAHarrisburg,RIDPAReading,RIDPAJohnstown,RIDPAYork,RIDPAAltoona,RIDPALancaster,RIDPAWilkesBarre,RIDSCCharleston,RIDSCFlorence,RIDSCSpartanburg,RIDSCGreenville,RIDSCColumbia,RIDSDRapidCity,RIDTNJackson,RIDTNKingsport,RIDTXBeaumont,RIDTXSanAntonio,RIDTXWichitaFalls,RIDTXBryan,RIDTXHouston,RIDTXVictoria,RIDTXHarlingen,RIDTXLongview,RIDTXFortWorth,RIDTXWaco,RIDTXCorpusChristi,RIDTXTemple,RIDTXAbilene,RIDTXAustin,RIDTXTyler,RIDTXMcAllen,RIDTXOdessa,RIDTXSanAngelo,RIDUTProvo,RIDUTOgden,RIDVACharlottesville,RIDVAWinchester,RIDWIMarshfield,RIDVARichmond,RIDVALynchburg,RIDVAArlington,RIDVARoanoke,RIDVANewportNews,RIDWASeattle,RIDWAEverett,RIDWAYakima,RIDWAOlympia,RIDWATacoma,RIDWVCharleston,RIDWIAppleton,RIDWIWausau,RIDWIMadison,RIDWINeenah,RIDWYCasper}
@attribute averageCoveredPayments {'\'(-inf-16988.408]\'','\'(16988.408-28884.216]\'','\'(28884.216-40780.024]\'','\'(40780.024-52675.832]\'','\'(52675.832-64571.64]\'','\'(64571.64-76467.448]\'','\'(76467.448-88363.256]\'','\'(88363.256-100259.064]\'','\'(100259.064-112154.872]\'','\'(112154.872-inf)\''}
@attribute averageTotalPayments {'\'(-inf-6573.001]\'','\'(6573.001-8426.802]\'','\'(8426.802-10280.603]\'','\'(10280.603-12134.404]\'','\'(12134.404-13988.205]\'','\'(13988.205-15842.006]\'','\'(15842.006-17695.807]\'','\'(17695.807-19549.608]\'','\'(19549.608-21403.409]\'','\'(21403.409-inf)\''}

@data
RIDNJCamden,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDNJCamden,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDNJNewBrunswick,'\'(64571.64-76467.448]\'','\'(8426.802-10280.603]\''
RIDNJCamden,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDNJNewark,'\'(40780.024-52675.832]\'','\'(8426.802-10280.603]\''
RIDNJCamden,'\'(52675.832-64571.64]\'','\'(8426.802-10280.603]\''
RIDNJNewark,'\'(52675.832-64571.64]\'','\'(8426.802-10280.603]\''
RIDPAPhiladelphia,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDNJNewark,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDNJCamden,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDNJCamden,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDDEWilmington,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDPAPhiladelphia,'\'(88363.256-100259.064]\'','\'(8426.802-10280.603]\''
RIDNJNewark,'\'(28884.216-40780.024]\'','\'(8426.802-10280.603]\''
RIDNJNewBrunswick,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDPAPhiladelphia,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDNJCamden,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNJCamden,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDNJCamden,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDNJMorristown,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDNJHackensack,'\'(88363.256-100259.064]\'','\'(8426.802-10280.603]\''
RIDNJNewark,'\'(28884.216-40780.024]\'','\'(12134.404-13988.205]\''
RIDNJMorristown,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDNMAlbuquerque,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNMAlbuquerque,'\'(28884.216-40780.024]\'','\'(8426.802-10280.603]\''
RIDTXElPaso,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNMAlbuquerque,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNMAlbuquerque,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDTXElPaso,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNMAlbuquerque,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDTXElPaso,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXLubbock,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(10280.603-12134.404]\''
RIDNMAlbuquerque,'\'(-inf-16988.408]\'','\'(10280.603-12134.404]\''
RIDNMAlbuquerque,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNMAlbuquerque,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDNMAlbuquerque,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDNMAlbuquerque,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNMAlbuquerque,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDTXLubbock,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDTXLubbock,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNMAlbuquerque,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXLubbock,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXElPaso,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNMAlbuquerque,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYAlbany,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYAlbany,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYWhitePlains,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYBronx,'\'(-inf-16988.408]\'','\'(13988.205-15842.006]\''
RIDNYBinghamton,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYAlbany,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(-inf-16988.408]\'','\'(12134.404-13988.205]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYAlbany,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(12134.404-13988.205]\''
RIDNYEastLongIsland,'\'(-inf-16988.408]\'','\'(10280.603-12134.404]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYBinghamton,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYRochester,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYElmira,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(28884.216-40780.024]\'','\'(10280.603-12134.404]\''
RIDNYAlbany,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYAlbany,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(8426.802-10280.603]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(12134.404-13988.205]\''
RIDNYAlbany,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYBronx,'\'(40780.024-52675.832]\'','\'(12134.404-13988.205]\''
RIDNYWhitePlains,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(12134.404-13988.205]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYAlbany,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYBuffalo,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDVTBurlington,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYBronx,'\'(-inf-16988.408]\'','\'(13988.205-15842.006]\''
RIDVTBurlington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYBinghamton,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYWhitePlains,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYElmira,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYAlbany,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYManhattan,'\'(28884.216-40780.024]\'','\'(10280.603-12134.404]\''
RIDNYBuffalo,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNJHackensack,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(40780.024-52675.832]\'','\'(8426.802-10280.603]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYElmira,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(52675.832-64571.64]\'','\'(8426.802-10280.603]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYWhitePlains,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYBronx,'\'(-inf-16988.408]\'','\'(13988.205-15842.006]\''
RIDNYEastLongIsland,'\'(16988.408-28884.216]\'','\'(12134.404-13988.205]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNJMorristown,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYAlbany,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(10280.603-12134.404]\''
RIDNYAlbany,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDNJRidgewood,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYWhitePlains,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(8426.802-10280.603]\''
RIDNYManhattan,'\'(28884.216-40780.024]\'','\'(10280.603-12134.404]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYAlbany,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYBronx,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYAlbany,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(16988.408-28884.216]\'','\'(10280.603-12134.404]\''
RIDNYManhattan,'\'(28884.216-40780.024]\'','\'(12134.404-13988.205]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(10280.603-12134.404]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(12134.404-13988.205]\''
RIDVTBurlington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(28884.216-40780.024]\'','\'(8426.802-10280.603]\''
RIDNYManhattan,'\'(-inf-16988.408]\'','\'(13988.205-15842.006]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(-inf-16988.408]\'','\'(13988.205-15842.006]\''
RIDNJRidgewood,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYWhitePlains,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(28884.216-40780.024]\'','\'(10280.603-12134.404]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(10280.603-12134.404]\''
RIDNYAlbany,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDVTBurlington,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYAlbany,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(-inf-16988.408]\'','\'(12134.404-13988.205]\''
RIDNYAlbany,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNYManhattan,'\'(-inf-16988.408]\'','\'(12134.404-13988.205]\''
RIDNYWhitePlains,'\'(52675.832-64571.64]\'','\'(12134.404-13988.205]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(16988.408-28884.216]\'','\'(10280.603-12134.404]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDPAErie,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYManhattan,'\'(-inf-16988.408]\'','\'(12134.404-13988.205]\''
RIDNYSyracuse,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYElmira,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYSyracuse,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDVTBurlington,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYWhitePlains,'\'(28884.216-40780.024]\'','\'(8426.802-10280.603]\''
RIDNYSyracuse,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYWhitePlains,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYWhitePlains,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYAlbany,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDCTNewHaven,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYAlbany,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDPASayre,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYBuffalo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDNYWhitePlains,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(-inf-16988.408]\'','\'(10280.603-12134.404]\''
RIDNYRochester,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNYBronx,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYManhattan,'\'(-inf-16988.408]\'','\'(12134.404-13988.205]\''
RIDNYEastLongIsland,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNYBronx,'\'(-inf-16988.408]\'','\'(12134.404-13988.205]\''
RIDNYAlbany,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(10280.603-12134.404]\''
RIDNYBinghamton,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNYEastLongIsland,'\'(16988.408-28884.216]\'','\'(12134.404-13988.205]\''
RIDNYManhattan,'\'(-inf-16988.408]\'','\'(12134.404-13988.205]\''
RIDNYBronx,'\'(16988.408-28884.216]\'','\'(13988.205-15842.006]\''
RIDNYEastLongIsland,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDNCCharlotte,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNCAsheville,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNCWinstonSalem,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCWinstonSalem,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCDurham,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNCRaleigh,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNCAsheville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCCharlotte,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCWinstonSalem,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNCCharlotte,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNCAsheville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCAsheville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCDurham,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDNCCharlotte,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNCAsheville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCRaleigh,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCGreenville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCRaleigh,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNCDurham,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDNCCharlotte,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCRaleigh,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNCGreenville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCWinstonSalem,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNCGreenville,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNCHickory,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNCGreenville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNCWinstonSalem,'\'(-inf-16988.408]\'','\'(10280.603-12134.404]\''
RIDNCDurham,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTNJohnsonCity,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDNCCharlotte,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDNCHickory,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNCGreensboro,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
